"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_COAGULATION",0.00106204470913843,0.00193443857735929,0.45505986738723,0.383435972058397,1.63695944297462,132,"Cd9, Lgmn, F10, Mmp14, Timp1, Itgb3, Ctsk, Clu, C1qa, Plat, Thbs1, C1s1, Pdgfb, Pros1, Prss23, Serping1, Vwf, Mmp2, Plau, Plek, Rapgef3, Fyn, Crip2, Timp3, Pecam1, C3, Mmp11, Maff, Cfh, Ang, Usp11, Capn5, Wdr1, Ctse, Fn1, Lrp1, Lta4h, Klf7, Mmp3, Serpine1, Fbn1"
"HALLMARK_COMPLEMENT",5.14627824808909e-05,0.000109358412771893,0.557332238758646,0.389091461370295,1.73957531726555,184,"Ctss, F7, Mmp12, Lgmn, F10, Gata3, Mmp14, Timp1, Clu, C1qa, Src, Hspa1a, Plat, Pik3r5, C1s1, Itgam, C1qc, Pdgfb, Dock10, Timp2, Plaur, Actn2, Serping1, Plek, Prcp, Plscr1, Fyn, Pla2g7, C3, Maff, Cdh13, Cfh, Spock2, Cr2, Ang, Lyn, Lipa, Fn1, Pik3cg, Lrp1, Kcnip3, Pla2g4a, Hspa5, Lta4h, Klk1, Psen1, Tnfaip3, Serpine1, Dock4, Rasgrp1, Dgkg, Dusp6, Ctsh, Cp, Pik3ca, Mt3, Cd46, Gngt2"
"HALLMARK_DNA_REPAIR",0.0266940353163945,0.0349075846445159,0.352487857583619,-0.304548873572857,-1.32819645761148,148,"Gtf2h1, Cetn2, Sac3d1, Eif1b, Rfc3, Polr2e, Dad1, Polr2c, Taf9, Ccno, Pde6g, Nt5c3, Srsf6, Tsg101, Taf12, Clp1, Gtf2h5, Polr2f, Pole4, Tyms, Gmpr2, Polr2k, Arl6ip1, Zwint, Zfp707, Bcap31, Rrm2b, Taf13, Cmpk2, Snapc5, Adrm1, Gtf2h3, Nme4, Rala, Eloa, Itpa, Gtf2a2, Pold4, Gpx4, Taf10, Rpa3, Mpc2, Polr2j, Ak3, Mrpl40"
"HALLMARK_E2F_TARGETS",0.0152940269269914,0.0210809560345016,0.380730400722792,0.298545722876367,1.34876702847293,199,"Mcm6, Wee1, Mcm3, Luc7l3, Smc3, Lmnb1, Nup107, Ung, Smc1a, Lbr, Lig1, Kif2c, Rnaseh2a, Dclre1b, Ssrp1, Kif22, Bub1b, Mcm4, Mre11a, Pold1, Donson, Mcm5, Cdc25b, Top2a, Stmn1, Psip1, Brca1, Nasp, Dnmt1, Nop56, Ncapd2, Ctps1, Cdkn2a, Msh2, Stag1, Wdr90, Ilf3, Trp53, Pold3, Rbbp7, Mybl2, Mcm7, Hnrnpd, Mki67, Tmpo, Rad50, Mcm2, Pttg1, Tubb5, Nolc1, Kif18b, Srsf1, Cenpe, Ppm1d, Pola2, Cse1l"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",1.52708056362952e-22,1.94702771862763e-21,1.22950405660873,0.60389087525201,2.71739640897716,192,"Spp1, Capg, Myl9, Cxcl12, Sdc1, Rhob, Lamc2, Col8a2, Col16a1, Mmp14, Timp1, Basp1, Cxcl5, Slit2, Cdh2, Itgb3, Tpm2, Fstl1, Anpep, Ecm1, Ccn2, Thbs1, Gem, Itga5, Thbs2, Loxl1, Slc6a8, Cd44, Col1a2, Vegfc, Tgfbi, Acta2, Mgp, Plaur, Nt5e, Col1a1, Dpysl3, Eln, Fmod, Mmp2, Sfrp1, Gm21451, Cthrc1, Tpm1, Fbln2, Dcn, Aplp1, Pcolce, Fbln5, Cadm1, Timp3, Pdlim4, Vcam1, Tagln, Igfbp3, Cxcl15, Pdgfrb, Flna, Col6a3, Bgn, Efemp2, Ptx3, Lama2, Fn1, Glipr1, Rgs4, Slit3, Lrp1, Col6a2, Emp3, Cdh11, Calu, Cdh6, Pcolce2, Tnfaip3, Mmp3, Serpine1, Postn, Abi3bp, Cap2, Itgb1, Fbn1, Fap, Tgfb1, Col12a1, Ecm2, Mfap5, Mcm7, Sgcg, Notch2, Eno2, Fbn2, Fbln1, Dab2, Sfrp4, Col3a1, Col7a1, Lama1, Itga2, Gas1, Col5a2, Qsox1, Areg, Igfbp4, Serpine2, Lamc1, Col4a2"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",3.69430456073276e-07,1.23954017976733e-06,0.674962860011025,0.422650388562835,1.90184799141759,192,"Fcmr, Krt18, Cxcl12, Krt8, Sfn, Podxl, Mlph, Slc7a2, Elf3, Cldn7, Wwc1, Tubb2b, Cd44, Klf4, Myof, Celsr1, Il6st, Lad1, Olfml3, Prss23, Thsd4, Cyp26b1, Igf1r, Kazn, Rab17, Flnb, Ccnd1, Stc2, Slc1a1, Slc7a5, Krt19, Pmaip1, Myb, Wfs1, Tjp3, Slc39a6, Tfap2c, Krt15, Tbc1d30, Rab31, Slc2a1, Gla, Scnn1a, Bcl11b, Add3, Hes1, Aldh3b1, Esrp2, Frk, Muc1, Npy1r, Celsr2, Sybu, Rrp12, Endod1, Mast4, Svil, B4galt1, Rasgrp1, Tpbg, Pgr, Mindy1, Sh3bp5, Rps6ka2, Jak2, Fhl2, Il17rb, Ugcg, Fos, Areg, Igfbp4, Cbfa2t3, Slc37a1, Pdlim3"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.00272919079452416,0.00434964782877288,0.431707695803346,0.332960173879746,1.49355420927067,185,"Cd9, Cxcl12, Sfn, Tpsb2, Lamc2, Slc29a1, St14, Mdk, Cd44, Klf4, Cpe, Myof, Il6st, Prss23, Sgk1, Fgfr3, Prlr, Cxcl14, Cyp26b1, Tspan13, Pkp3, Flnb, Ccnd1, Slc7a5, Krt19, Myb, Perp, Wfs1, Tjp3, Ptpn6, Rnaseh2a, Tfap2c, St6galnac2, Rab31, Gla, Mapk13, Scnn1a, Gper1, Add3, Ass1, Top2a, Aldh3b1, Mettl3, Frk, Ckb, Npy1r"
"HALLMARK_FATTY_ACID_METABOLISM",4.06383819564418e-25,6.9085249325951e-24,1.30309315086572,-0.662107955272638,-2.90907793184977,152,"S100a10, Hsd17b4, Ltc4s, Aldh1a1, Nbn, Bmpr1b, Suclg2, Acsm3, Idh1, Sucla2, Prdx6, Acadm, Adsl, Eci2, Elovl5, Acox1, Slc22a5, Rdh11, Hccs, Gcdh, Decr1, Fh1, Acsl5, Echs1, Acot8, Acadvl, Uros, Mlycd, Mdh1, Hsph1, Aco2, Dlst, Acaa2, H2az1, Eci1, Suclg1, Dhcr24, Cpt2, Hibch, Etfdh, Acadl, Hsdl2, Bphl, Auh, Mix23, Ppara, Hsd17b7, Pcbd1, Idh3b, Crat, Idh3g, Sdhd, Hmgcs1, Sdhc, Mdh2, Acads, G0s2, Ech1, Mcee, Aldoa, Ehhadh, Hadhb, Gpd2, Fabp1, Gstz1, Pdha1, Dld, Fasn, Pts, Cidea, Cryz, Cyp4a10, Reep6, Trp53inp2, Pdhb, Ldha, Acat2, Hadh, Kmt5a, Nsdhl, Gpd1, Idi1, Me1"
"HALLMARK_G2M_CHECKPOINT",0.000685623237425932,0.0013986714043489,0.477270815362862,0.343750260457995,1.54702951751849,195,"Mcm6, Tpx2, Mcm3, Lmnb1, Slc12a2, Ccnd1, Smc1a, Slc7a5, Lbr, Slc38a1, Ncl, Smad3, Kif2c, Kif22, Kif23, Fancc, Mcm5, Cdc25b, Hnrnpu, Top2a, Stmn1, Numa1, Nasp, Sfpq, Atrx, Incenp, Rps6ka5, Stag1, Ilf3, Top1, Tgfb1, Arid4a, Mybl2, Hnrnpd, Mki67, Tmpo, Notch2, Nup98, Egf, Foxn3, Prmt5, Ythdc1, Mcm2, Slc7a1, Pttg1, Nolc1, Srsf1, Cenpe, Pola2, Kif11, Odf2, Ndc80, Smc4, Meis2, Bub1, Polq, Srsf2, Tent4a, Sap30, G3bp1, Hmga1b, Pml, Hira, Hif1a, Rpa2, Pds5b, Dmd, Cdc20, Tle3, Upf1"
"HALLMARK_GLYCOLYSIS",0.00639166688031634,0.00931357173988952,0.407017918923954,-0.31020058724444,-1.41406201258358,198,"Mxi1, B3gat1, Slc35a3, Pcx, Vldlr, Tpi1, Pmm2, Mdh1, Spag4, Nol3, Ndufv3, Polr3k, Slc37a4, Hax1, Homer1, Ppia, Pgk1, G6pdx, Ldhc, Fam162a, Taldo1, Sdhc, Pygl, Mdh2, Aldoa, Bpnt1, Fbp2, Ugp2, Pfkfb1, Cyb5a, Dld, Pkm, Ak3, Slc25a10, Gale, Gys2, Pgam1, Ldha, Rpe, Nsdhl, Cth, Aldob, Me1"
"HALLMARK_HEDGEHOG_SIGNALING",0.00105929831481894,0.00193443857735929,0.45505986738723,0.57266589379724,1.90480018954024,33,"Celsr1, Dpysl2, L1cam, Myh9, Rtn1, Adgrg1, Nrp2, Nrp1, Crmp1, Cdk6, Hey2, Nrcam, Unc5c, Thy1, Pml, Tle3, Ldb1"
"HALLMARK_HEME_METABOLISM",0.0366191427565486,0.0455506409898531,0.321775918075361,-0.292032866000165,-1.31608646253586,183,"Aldh1l1, H1f0, Mxi1, Pcx, Arl2bp, Hmbs, Tns1, Ccdc28a, Pigq, Cdr2, Uros, Hebp1, Ell2, Adipor1, Marchf2, Rap1gap, Slc25a38, Ftcd, Mospd1, Atg4a, Ahsp, Gclm, Gypc, Nek7, Dcun1d1, Rad23a, Fech, Acp5, Dmtn, Gde1, Fn3k, Hagh, Ppp2r5b, Nudt4, E2f2, Pdzk1ip1"
"HALLMARK_HYPOXIA",0.00159402819298157,0.00262243347877613,0.45505986738723,0.332966436268981,1.4990671770898,197,"Cxcr4, Hoxb9, Ccn2, Slc6a6, Gcnt2, Pgam2, Chst2, Stc1, Atf3, Pdgfb, Srpx, Tgfbi, Plaur, Akap12, Gpc3, Pam, Ets1, P4ha2, Myh9, Chst3, Stc2, Dcn, Hk1, Rragd, Ddit4, Maff, Stbd1, Igfbp3, Pygm, Slc2a1, Gaa, Hmox1, Eno3, Bgn, Tes, Cdkn1c, Foxo3, P4ha1, Adm, Hspa5, Adora2b, Hs3st1, Edn2, Klf7, Tnfaip3, Serpine1, Ilvbl, Hexa, Has1, Zfp36, Pgm2, Pgf, Eno2, Ext1, Tpbg, Sdc3, Cp, Aldoc, Kdelr3, Errfi1, Pck1, S100a4, Kdm3a, Klf6, Wsb1, Fos, Ndrg1, Egfr, Ackr3, Tgfb3, Plac8, Gpc4, Cavin1, B4galnt2, Irs2, Jun, Sap30"
"HALLMARK_IL2_STAT5_SIGNALING",2.7502995852692e-14,2.33775464747882e-13,0.97599468306432,0.526878575687451,2.38032702009367,199,"Spp1, Irf4, Enpp1, Cd79b, Capg, Swap70, Rhob, Ckap4, Penk, Tnfrsf1b, Il18r1, Il2ra, Plpp1, Ecm1, Sell, Bcl2l1, Il3ra, Prkch, Cd44, Ctla4, Tlr7, Cdcp1, Nt5e, Gpr65, Myo1e, Abcb1a, Tnfrsf4, Igf1r, Syt11, Irf6, Ahr, Plagl1, Map3k8, Aplp1, Plscr1, Col6a1, Etv4, Gucy1b1, Tnfrsf18, Syngr2, Rragd, Fgl2, Maff, Ltb, Coch, Lrrc8c, P2rx4, Nrp1, Eno3, Serpinb6a, Cdkn1c, Il4ra, Cyfip1, Ptger2, Anxa4, P4ha1, Muc1, Nfkbiz, Igf2r, Rnh1, Rhoh, Cd81, Ncoa3, Tnfrsf9, Sh3bgrl2, Plec, Nop2, Tnfrsf21, Selp, Ncs1, Cdc42se2, Ctsz, Il10, Bmpr2, Ccr4, Itgae, Batf, F2rl2"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",1.54491487463084e-07,6.56588821718107e-07,0.690132458796796,0.547341449092649,2.18304050953265,83,"Cd9, Cxcl13, Tnfrsf1b, Il18r1, Acvrl1, Itgb3, Il2ra, Il2rg, Cd14, Il3ra, Lepr, Il13ra1, Pik3r5, Cd44, Il6st, Map3k8, Crlf2, Il17ra, Ltb, Osmr, Il1r1, Hmox1, Tnfrsf1a, Cd38, Il4ra, Stat3, Acvr1b, Tgfb1, Tnfrsf21, Ebi3"
"HALLMARK_INFLAMMATORY_RESPONSE",2.58415915642606e-14,2.33775464747882e-13,0.97599468306432,0.531271674937956,2.38420433047831,190,"Nfkbia, Il7r, Sphk1, Edn1, Tnfrsf1b, Il18r1, Best1, Mmp14, Slc7a2, Timp1, Cxcl5, Pdpn, Cx3cl1, Itgb3, Cybb, Sell, Cd14, Pik3r5, Itga5, Chst2, Rgs1, Itgb8, Icam1, Plaur, Tacr1, Gpc3, P2rx7, Cd69, Tacr3, Sema4d, Ahr, Atp2b1, Calcrl, Msr1, Adgre1, Ly6e, Cd82, Met, Cxcl15, Ccrl2, P2rx4, Osmr, Il1r1, Lyn, C3ar1, Ereg, Il18rap, Il4ra, Tlr3, Axl, Nfkb1, Scarf1, Ptafr, Rnf144b, Ptger2, Gna15, Adm, Emp3, Adora2b, Acvr1b, Ccl22, Psen1, Slamf1, Tnfrsf9, Serpine1, Vip, Stab1, Ffar2, Ccr7, Rasgrp1, Ebi3, Hrh1, Ifitm1, Tpbg, Il10, Bdkrb1, Icosl, Slc7a1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.207171314741036,0.22968993590854,0.134273452883202,0.281259259026011,1.14208841009653,94,"Sell, C1s1, Txnip, Procr, Ifi30, Cnp, Plscr1, Cd74, Ly6e, Ccrl2, Mov10, Il4ra, Sp110, Ifih1, Batf2, Gmpr, Wars1, Ogfr, Parp14, Ifitm1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.019192137217594,0.0257578683709815,0.352487857583619,0.303176647106472,1.36005257973809,188,"Irf4, Nfkbia, Tnfaip2, C1s1, Mvp, Txnip, Ifi30, Icam1, Serping1, Arid5b, Cd69, Plscr1, Upp1, Cd74, Vcam1, Fgl2, Itgb7, Slamf7, Ptpn6, Ly6e, Cfh, Marchf1, Cd38, Il4ra, Ido1, Samhd1, Nfkb1, Sp110, Pla2g4a, Stat3, Vamp5, Ifih1, Lats2, Ncoa3, Tnfaip3, Batf2, Wars1, Ogfr, Ciita, Selp, Parp14, Rnf213, Bank1, Ptpn1, Tnfaip6, Peli1, Jak2, Gch1, Psmb10, Psmb8, Ripk1, Nup93, Rnf31, H2-Aa, Ddx60, Socs3, Adar, Cmklr1, Gpr18, Cfb, Lysmd2, Pml, Hif1a, Trim25, Ptpn2, Tapbp, Znfx1, Trim14, Irf8, Irf5"
"HALLMARK_KRAS_SIGNALING_DN",0.00113018545723901,0.00198756752824792,0.45505986738723,0.355757468469727,1.58406442585445,171,"Edn1, Lfng, Pdcd1, Chst2, Cd80, Synpo, Tgfb2, Sgk1, Tcf7l1, Fgfr3, Tfcp2l1, Atp6v1b1, Efhd1, Slc5a5, Hsd11b2, Sox10, Kcnd1, Mfsd6, Cacng1, Tent5c, Tgm1, Cldn8, Lypd3, Krt15, Cyp39a1, Sstr4, Smpx, Celsr2, Ryr1, Edn2, Ribc2, Ptprj, Kcnmb1, Shox2, Slc12a3, Klhdc8a, Tex15, Magix, Egf, Krt4, Sptbn2, Gprc5c, Arhgdig, Sidt1, Ntf3, Gdnf, Itgb1bp2"
"HALLMARK_KRAS_SIGNALING_UP",1.71601181370136e-13,1.25023717855385e-12,0.943632225232838,0.514191398209872,2.31409067043305,195,"Spp1, Plvap, Ctss, Il7r, Laptm5, Trib2, Tnfrsf1b, Dock2, Ptprr, Eng, Tspan1, St6gal1, Il33, Mall, Tph1, Cxcr4, Tmem176a, Gadd45g, Il2rg, Lcp1, Plat, F2rl1, Kcnn4, Itgb2, Klf4, Cpe, Peg3, Sparcl1, Gpnmb, Plaur, Tmem176b, Akap12, Adgrl4, Gfpt2, Slpi, Cd37, Il1rl2, Plau, Abcb1a, Gabra3, Mtmr10, Tspan13, Lat2, Aldh1a3, Ets1, Mafb, Epb41l3, Ace, Etv4, Tnnt2, Pecam1, Kif5c, Mmp11, Igfbp3, Cfh, Adgra2, C3ar1, Nrp1, Ereg, Btbd3, Reln, Adam17, Plek2, Jup, Birc3, Nr1h4, Adam8, Gucy1a1"
"HALLMARK_MITOTIC_SPINDLE",3.39289373634655e-08,1.57306891412431e-07,0.719512826338911,0.442652789097687,1.99981256219097,199,"Dock2, Alms1, Ezr, Tpx2, Synpo, Cep131, Myo1e, Smc3, Lmnb1, Flnb, Myh9, Sorbs2, Smc1a, Arhgap10, Kif2c, Kif22, Map1s, Flna, Tubgcp2, Kif23, Dync1h1, Prex1, Ccdc88a, Cdk5rap2, Top2a, Numa1, Klc1, Llgl1, Incenp, Cntrl, Cep250, Plekhg2, Sptan1, Abr, Myh10, Rock1, Dock4, Notch2, Cdc42ep2, Pxn, Myo9b, Pkd2, Bin1, Cenpe, Pcnt, Actn4, Pcm1, Arhgef2, Kif11, Trio, Rapgef5, Apc, Cep192, Bcar1, Ndc80, Arap3, Smc4, Bub1, Tubgcp5, Septin9, Ckap5, Csnk1d, Itsn1, Rasa2, Ect2, Dlg1, Lrpprc, Bcr, Cdc42ep4, Dst, Nck1, Kif1b, Ralbp1, Taok2, Shroom2, Cenpj, Gsn, Clip2, Gemin4, Net1, Arfgef1"
"HALLMARK_MTORC1_SIGNALING",2.96812178505616e-09,1.51374211037864e-08,0.774939030136436,-0.4463007761284,-2.0344802674807,198,"Rab1a, Elovl5, Rdh11, Nfil3, Qdpr, Pitpnb, Cdc25a, Sord, Gga2, Vldlr, Hmbs, Pgm1, Psmc6, Fads2, Bhlhe40, Tpi1, Psme3, Psmd14, Psmd12, Pdk1, Hspe1, Ufm1, Dhcr24, Psma4, Slc37a4, Etf1, Nupr1, Ppia, Hspd1, Ube2d3, Tubg1, Pgk1, Gpi1, Srd5a1, Dhcr7, Cacybp, Serp1, Serpinh1, Prdx1, Mthfd2l, G6pdx, Hmgcs1, Sqle, Pfkl, Aldoa, Tm7sf2, Eef1e1, Ppa1, Acaca, Sc5d, Pno1, Cyp51, Elovl6, Ldha, Polr3g, Mthfd2, Ccng1, Gbe1, Insig1, Cth, Cyb5b, Psph, Idi1, Me1, Acly"
"HALLMARK_MYC_TARGETS_V1",0.00341034255166233,0.00527052939802359,0.431707695803346,-0.322400526186362,-1.47367854853888,197,"Tfdp1, Rps10, Psmc4, Pole3, Rpl6, Pabpc4, Rack1, Ncbp2, Cct2, Dut, Psma2, Gspt1, Rfc4, Kars1, Nhp2, Eif4g2, Odc1, Psma7, Eif4a1, Phb2, Psmb3, Txnl4a, Cops5, Pcbp1, Tufm, Hdgf, Tyms, Gm9531, Rps2, Erh, Mad2l1, Vdac3, Cox5a, Pabpc1, Ssbp1, C1qbp, Psma1, Mrps18b, Slc25a3, Psmc6, Eif4e, Ywhaq, Ran, Psmd14, Phb1, Ube2e1, H2az1, Hspe1, Xrcc6, Psma4, Glo1, Etf1, Acp1, Ppia, Hspd1, Cdc45, Pgk1, Psmb2, Prdx3, Vdac1, Snrpd3, Eif2s1, Ndufab1, Ap3s1, Cyc1, Ldha"
"HALLMARK_MYC_TARGETS_V2",0.214,0.232212765957447,0.132147260608774,0.305352872891141,1.14788979624228,58,"Tcof1, Las1l, Ung, Utp20, Mcm4, Ddx18, Mcm5, Wdr43, Nop56, Grwd1, Rrp12, Nop2, Dusp2, Pprc1, Rrp9, Nolc1, Rcl1, Pes1, Wdr74, Mphosph10, Prmt3"
"HALLMARK_MYOGENESIS",1.04506119183026e-09,5.92201342037145e-09,0.788186810800237,0.460848709430784,2.07402477499168,195,"Ncam1, Itgb4, Sphk1, Gpx3, Ptgis, Tpm2, Clu, Ephb3, Mapk12, Tnnt1, Cnn3, Plxnb2, Pgam2, Slc6a8, Cacna1h, Ckmt2, Csrp3, Myh1, Spdef, Erbb3, Cox6a2, Actn2, Col1a1, Des, Aebp1, Ankrd2, Tnni2, Myh9, Myh11, Pvalb, Tnni1, Stc2, Hrc, Cacng1, Sorbs3, Gja5, Tnnt2, Syngr2, Ldb3, Tagln, Cdh13, Igfbp3, Pygm, Myh3, Col6a3, Gaa, Tpm3, Eno3, Casq1, Tnnt3, Kifc3, Klf5, Lama2, Myom1, Sh3bgr, Myoz1, Col6a2, Ckb, Fst, Sgca, Pde4dip, Ryr1, Chrna1, Myom2, Speg, Myl2, Kcnh1, Sptan1, Psen2, Itgb1, Tgfb1, Svil, Atp6ap1, Apod, Myl3, Igfbp7, Sgcg, App, Casq2, Myh2, Nqo1, Mylpf, Bin1, Col3a1, Actn3, Fkbp1b, Agrn, Myf6, Mef2c, Ifrd1, Col4a2, Sln, Myh7"
"HALLMARK_NOTCH_SIGNALING",0.0433514422112694,0.0526410369708271,0.321775918075361,0.448153046898295,1.48050252331339,32,"Lfng, Maml2, Ccnd1, Tcf7l2, Notch3, Hes1, Dtx1, Psen2, Notch2, Wnt2, Sap30, St3gal6, Arrb1"
